"establecimiento_curt","establecimiento_razon_social","direccion","localidad_descripcion","partido_descripcion","subcuenca","lat","lon","estado_ac"
"1228960","BASE TRES S.R.L.","33 ORIENTALES 1607","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63004799,-58.42164915,"AGENTE CONTAMINANTE VIGENTE"
"1091274","SOUTH MANAGEMENT SA","RIO CUARTO 2019/25","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64879608,-58.37654114,"AGENTE CONTAMINANTE VIGENTE"
"1183122","TALLERES SIROC S.A.","OLAVARRIA 2802","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64421463,-58.3883667,"AGENTE CONTAMINANTE VIGENTE"
"38045349","KUMARAL S.R.L","HUMBERTO PRIMO 1851","AVELLANEDA","AVELLANEDA","Cuenca Baja Riachuelo",-34.67262268,-58.39139175,"AGENTE CONTAMINANTE VIGENTE"
"412175419","CEREALES NATURALES SRL.","ALICIA MOREAU DE JUSTO 3657","LOMAS DEL MIRADOR","LA MATANZA","Cuenca Baja Riachuelo",-34.6662178,-58.51670456,"AGENTE CONTAMINANTE VIGENTE"
"426081249","INDUSTRIAS AGUACAR SRL","ORAN 1956","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.67027664,-58.42679596,"AGENTE CONTAMINANTE VIGENTE"
"9979004","GUSEFER SA","MORENO 3530","LOMAS DEL MIRADOR","LA MATANZA","Cuenca Baja Riachuelo",-34.67165375,-58.53442764,"AGENTE CONTAMINANTE VIGENTE"
"250073540","PAN AMERICAN ENERGY LLC SUC.ARGENTINA (EX ESSO PETROLERA ARGENTINA SRL CUIT: 30506919009)","AV. RICHIERI 33","AEROPUERTO INTERNACIONAL DE EZEIZA","EZEIZA","Cuenca Media A�� Ortega",-34.811409,-58.54219437,"AGENTE CONTAMINANTE VIGENTE"
"544042351","CABA�?A AVICOLA  JORJU SA","BALCARCE 4105","MARCOS PAZ","MARCOS PAZ","Cuenca Media A�� Morales",-34.79829788,-58.85427475,"AGENTE CONTAMINANTE VIGENTE"
"1124361","ROBERTO PASMANTER S.A.","DEL BARCO CENTENERA 1902","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64086914,-58.43220139,"AGENTE CONTAMINANTE VIGENTE"
"239018166","NUTRAPROT S.A.","AVDA. OLIMPO 1834","9 DE ABRIL","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.74160004,-58.49279404,"AGENTE CONTAMINANTE VIGENTE"
"26002736","DEL PRATO DANIEL A.","TIMBO 2983","BURZACO","ALMIRANTE BROWN","Cuenca Baja A�� Del Rey",-34.86742783,-58.41291046,"AGENTE CONTAMINANTE VIGENTE"
"426048709","ALFOMBRAS DEL SUR SA","CARLOS PELLEGRINI 3750","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.66341019,-58.42417908,"AGENTE CONTAMINANTE VIGENTE"
"425054961","ANTONIO BIUSO","ROCA 646","REMEDIOS DE ESCALADA DE SAN MARTIN","LANUS","Cuenca Baja Riachuelo",-34.73254776,-58.40323639,"AGENTE CONTAMINANTE VIGENTE"
"410018367","CIRCUITOS FRIOS (EX METAL - REF  S.R.L.)","JUAN S. BACH 3575","ISIDRO CASANOVA","LA MATANZA","Cuenca Media A�� Don Mario",-34.71085739,-58.58815765,"AGENTE CONTAMINANTE VIGENTE"
"9978306","COOPERATIVA DE TRABAJO NUEVO AIRE LIMITADA (Ex MARCELO HORACIO CALDERON CURT: 9978306)","ESPA�?A 4057","MARCOS PAZ","MARCOS PAZ","Cuenca Media A�� Morales",-34.80125,-58.84455,"AGENTE CONTAMINANTE VIGENTE"
"426128913","A.C.P.SRL","AV. BERNARDINO RIVADAVIA 1223","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.67274857,-58.3950386,"AGENTE CONTAMINANTE VIGENTE"
"1042221","NEUHAUS SA","COLOMBRES 1065","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.62639236,-58.41769791,"AGENTE CONTAMINANTE VIGENTE"
"9971095","DALIGHT SA (Ex METALUZ SRL - CURT:415081939)","DR. IGNACIO ARIETA 3866","SAN JUSTO","LA MATANZA","Cuenca Baja Rio Matanza",-34.68505,-58.55157,"AGENTE CONTAMINANTE VIGENTE"
"1046113","ELENA MARINA PEREYRA","BERON DE ASTRADA 2072","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65984726,-58.42546463,"AGENTE CONTAMINANTE VIGENTE"
"494140671","HIRPA SA","EJERCITO DE LOS ANDES 1041","LOMAS DE ZAMORA","LOMAS DE ZAMORA","Cuenca Baja A�� Del Rey",-34.71957016,-58.44022751,"AGENTE CONTAMINANTE VIGENTE"
"426193409","SIMONOTTI ANGEL PEDRO","TENIENTE CORONEL OBON 1875","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.6727829,-58.42529297,"AGENTE CONTAMINANTE VIGENTE"
"42034278","SICCA S.A.C.I.F.I.A.","MARIO BRAVO 1850","PIÑEYRO","AVELLANEDA","Cuenca Baja Riachuelo",-34.66623306,-58.40127182,"AGENTE CONTAMINANTE VIGENTE"
"492148143","MAYO S.A.T.A.","PTE PERON 5311","BANFIELD","LOMAS DE ZAMORA","Cuenca Baja A�� Del Rey",-34.70888138,-58.45524597,"AGENTE CONTAMINANTE VIGENTE"
"1137002","MERCADO DE LINIERS S.A.","AV. LISANDRO DE LA TORRE 2406","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66254807,-58.49996567,"AGENTE CONTAMINANTE VIGENTE"
"415022819","SHAKE COMPANY S.R.L","PEDRO LEON GALLO 3364","SAN JUSTO","LA MATANZA","Cuenca Media A�� Don Mario",-34.69362259,-58.57423019,"AGENTE CONTAMINANTE VIGENTE"
"1043143","AQUALINE S.A.","GREGORIO DE LAFERRERE 5940","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66217422,-58.49154282,"AGENTE CONTAMINANTE VIGENTE"
"1119343","FRATELLI AVERSA SRL","VIEYTES 1676","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65284729,-58.37555313,"AGENTE CONTAMINANTE VIGENTE"
"1059670","LABORATORIO SANT GALL FRIBURG Q.C.I. S.R.L.","AV. BRASIL 3131","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63454819,-58.40842819,"AGENTE CONTAMINANTE VIGENTE"
"423021767","A SU GUSTO CATERING S.R.L","JEAN JAURES 1338","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.68271637,-58.39477921,"AGENTE CONTAMINANTE VIGENTE"
"423125533","EL PUENTE S.A","AVENIDA RIVADAVIA 548","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.67663956,-58.39960861,"AGENTE CONTAMINANTE VIGENTE"
"406081474","OBLEAS DULCES BS AS S.R.L","JUAN CAMPION 1841","ALDO BONZI","LA MATANZA","Cuenca Baja Rio Matanza",-34.71120834,-58.52415848,"AGENTE CONTAMINANTE VIGENTE"
"1233865","HELVECIA MANZUR","JOSE ENRIQUE RODO 6479","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.6586647,-58.50429916,"AGENTE CONTAMINANTE VIGENTE"
"415095042","BELCAR S.A.","MATHEU 2350","SAN JUSTO","LA MATANZA","Cuenca Baja Rio Matanza",-34.68490982,-58.55008698,"AGENTE CONTAMINANTE VIGENTE"
"423015728","FRIGORIFICO LANUS SRL","SANTIAGO DEL ESTERO 2162","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.69633865,-58.40538025,"AGENTE CONTAMINANTE VIGENTE"
"426122362","DONATO DE NICOLA E HIJOS SRL","RUCCI 242","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.6692543,-58.40280533,"AGENTE CONTAMINANTE VIGENTE"
"426071325","CRISTALERIA LANUS S. A.","PASO DE LA PATRIA 1335","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.67998123,-58.40993118,"AGENTE CONTAMINANTE VIGENTE"
"412099456","LABORATORIO DEWEY S.R.L.","GRAL. HORNOS 333/41","LOMAS DEL MIRADOR","LA MATANZA","Cuenca Baja Riachuelo",-34.670578,-58.52509308,"AGENTE CONTAMINANTE VIGENTE"
"9900975/5000334","GONZALEZ JUAN ALBERTO","BOULEVARD BUENOS AIRES 1387","LUIS GUILLON","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.81043873,-58.44872272,"AGENTE CONTAMINANTE VIGENTE"
"411109545","CANO PONTE PABLO ARIEL","OCAMPO 5409","LA TABLADA","LA MATANZA","Cuenca Baja Rio Matanza",-34.69032288,-58.53618622,"AGENTE CONTAMINANTE VIGENTE"
"1124040","SINTERMETAL S.A.I.C.","ZUVIRIA 4839","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66242218,-58.47874451,"AGENTE CONTAMINANTE VIGENTE"
"1085389","COOPERATIVA DE TRABAJO VIEYTES LTDA","AV VIEYTES 1743","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65400314,-58.37551117,"AGENTE CONTAMINANTE VIGENTE"
"423233924","FITOPLUS SRL (EX DAVID MARCELO SOSA)","VERACRUZ 754","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.69060516,-58.3940506,"AGENTE CONTAMINANTE VIGENTE"
"405022478","TRANSPORTE NUEVA CHICAGO CISA.","OLAVARRIA 3895","LA MATANZA","LA MATANZA","Cuenca Baja Riachuelo",-34.70492935,-58.47932434,"AGENTE CONTAMINANTE VIGENTE"
"38008306","TUTANKA S.A.","GUEMES 1453/9","AVELLANEDA","AVELLANEDA","Cuenca Baja Riachuelo",-34.68244553,-58.3727951,"AGENTE CONTAMINANTE VIGENTE"
"426186166","SPITAL HNOS SRL","CORONEL LUNA 607","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.66500473,-58.41723633,"AGENTE CONTAMINANTE VIGENTE"
"1029215","EMPRESA DE TRANSPORTES PEDRO DE MENDOZA COMERCIAL E INDUSTRIAL S.A.","ROCHA 945/965","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64104843,-58.36345291,"AGENTE CONTAMINANTE VIGENTE"
"1111781","MARITZA GIOVANNA MEZA MAURICIO","AV. DEL BARCO CENTENERA 2408","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64648438,-58.43040085,"AGENTE CONTAMINANTE VIGENTE"
"1178715","PRODUTALIA S.A.","CALIFORNIA 2082","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64761353,-58.37701416,"AGENTE CONTAMINANTE VIGENTE"
"1118766","SUCESORES DE JOSE SALGADO SAIC","SOLIS 2022/58","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.6320076,-58.38864517,"AGENTE CONTAMINANTE VIGENTE"
"1027532","DYLANWASH SA (EX MISELANEOS SRL)","GARAY 4190","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63214,-58.42281,"AGENTE CONTAMINANTE VIGENTE"
"423037409","ZENTO S.A.","AV. H. YRIGOYEN 3202","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.69367218,-58.38997269,"AGENTE CONTAMINANTE VIGENTE"
"26025919","LABSA S.R.L.","GRAL. TOMAS GUIDO 2581","BURZACO","ALMIRANTE BROWN","Cuenca Baja A�� Del Rey",-34.84268951,-58.41550827,"AGENTE CONTAMINANTE VIGENTE"
"250205484","INTERCARGO S.A.C","AEROPUERTO INTERNACIONAL MINISTRO PISTARINI SN","AEROPUERTO INTERNACIONAL DE EZEIZA","EZEIZA","Cuenca Media A�� Ortega",-34.81916046,-58.53618622,"AGENTE CONTAMINANTE VIGENTE"
"1137200","ARTESANIAS AVICOLAS SRL","SANTA CATALINA 2057","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65799332,-58.42686844,"AGENTE CONTAMINANTE VIGENTE"
"494123278","GONZALEZ-MANCO SRL","CATAMARCA 327","LOMAS DE ZAMORA","LOMAS DE ZAMORA","Cuenca Baja A�� Del Rey",-34.76146317,-58.4241333,"AGENTE CONTAMINANTE VIGENTE"
"1217438","MUNDO CAR S.A.","AV. ALBERDI 6958","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65880585,-58.51187515,"AGENTE CONTAMINANTE VIGENTE"
"412051157","ALIMENTARIA VACACAY S.R.L.","MATHEU 259-61","LOMAS DEL MIRADOR","LA MATANZA","Cuenca Baja Riachuelo",-34.673172,-58.53369522,"AGENTE CONTAMINANTE VIGENTE"
"423044063","CASAMEN S. A.","MǁXIMA PAZ 731/35","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.69264984,-58.39855576,"AGENTE CONTAMINANTE VIGENTE"
"409210444","NICOLAS EDUARDO CANESSA","AVDA. GRAL. ROJO 4845","GREGORIO DE LAFERRERE","LA MATANZA","Cuenca Media A�� Don Mario",-34.75674057,-58.60433578,"AGENTE CONTAMINANTE VIGENTE"
"1073812","RICARDO LUIS CESARINI","SANTA CATALINA 2199","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65887451,-58.427845,"AGENTE CONTAMINANTE VIGENTE"
"544002430","PRODUCTOS EL ARTESANO S.A.","RUTA 200 KM 50,5 sn","MARCOS PAZ","MARCOS PAZ","Cuenca Media A�� Morales",-34.80506516,-58.84809494,"AGENTE CONTAMINANTE VIGENTE"
"1036244","FRANCISCO SIFFREDI S.A.C.I.F. Y A.","PERDRIEL 1467","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65148926,-58.38558578,"AGENTE CONTAMINANTE VIGENTE"
"418035694","DITAS S.A.","DEAN FUNES 1535","VILLA EDUARDO MADERO","LA MATANZA","Cuenca Baja Riachuelo",-34.68186569,-58.50641251,"AGENTE CONTAMINANTE VIGENTE"
"251008114","WHALE SEAFOOD SA","PERITO MORENO 375","CANNING","EZEIZA","Cuenca Media A�� Aguirre",-34.87638855,-58.52666092,"AGENTE CONTAMINANTE VIGENTE"
"138041784","APG INTERNATIONAL S.A.","PERITO MORENO 168","MAXIMO PAZ","CAÑUELAS","Cuenca Alta A�� Navarrete y Canuelas",-34.92773438,-58.62372208,"AGENTE CONTAMINANTE VIGENTE"
"1087864","MICROOMNIBUS NORTE SOCIEDAD ANONIMA - MONSA","GUANAHANI 420","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63454819,-58.38012314,"AGENTE CONTAMINANTE VIGENTE"
"293018317","LABORATORIOS BIAGRO S.A.","RUTA 40 KM 70 - PARQUE INDUSTRIAL GRAL. LAS HERAS s/n","GENERAL LAS HERAS (EST. LAS HERAS)","GENERAL LAS HERAS","Cuenca Alta A�� Rodriguez",-34.92797852,-58.99137878,"AGENTE CONTAMINANTE VIGENTE"
"423227701","EL PULQUI SRL","REMEDIOS DE ESCALADA 2810","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.674674,-58.409859,"AGENTE CONTAMINANTE VIGENTE"
"1140163","LUBRIPARK S.R.L.","AV. VIEYTES 1410","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64915085,-58.37680054,"AGENTE CONTAMINANTE VIGENTE"
"1176568","D`AQUILA HECTOR DARIO FRANCISCO","AV. JUJUY 1706","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63009262,-58.40069199,"AGENTE CONTAMINANTE VIGENTE"
"40051215","MERANOL S.A.C.I.","G�?NOVA 1431","DOCK SUD","AVELLANEDA","Fuera de Cuenca H��drica",-34.64743805,-58.33729553,"AGENTE CONTAMINANTE VIGENTE"
"420073066","ROLIDAR SA","PUMACAHUA 6450","VIRREY DEL PINO","LA MATANZA","Cuenca Media A�� Chacon",-34.88592911,-58.67918015,"AGENTE CONTAMINANTE VIGENTE"
"9977901","DIESEL LUGANO DE RICARDO O SCHMUTZ Y JUAN C COLOMBAIN","SARAZA 6129","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.67599,-58.48561,"AGENTE CONTAMINANTE VIGENTE"
"1047370","ALICIA HAYDEE BAZO","E. GARZON 6026","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66065598,-58.49584579,"AGENTE CONTAMINANTE VIGENTE"
"1066739","UCCIANI HNOS. S.R.L.","AV. CNEL. CARDENAS 2056","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65869522,-58.50780487,"AGENTE CONTAMINANTE VIGENTE"
"1248069","CARBAJO OSCAR VICTORINO","CAFAYATE 1928","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65706636,-58.50394368,"AGENTE CONTAMINANTE VIGENTE"
"1079418","NORBERTO OMAR POGGIO","TANDIL 6637/39/43","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66222763,-58.50292587,"AGENTE CONTAMINANTE VIGENTE"
"423010624","COMBUSTIBLES LANUS S.A.","AV. SAN MARTIN 2706","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.70069504,-58.41147614,"AGENTE CONTAMINANTE VIGENTE"
"236177019","REFRACTARIOS DALUAL S.A.","PEDRO DREYER 4580","EL JAGUEL","ESTEBAN ECHEVERRIA","Cuenca Media A�� Ortega",-34.8538208,-58.50131607,"AGENTE CONTAMINANTE VIGENTE"
"31095556","TEIDE S.R.L.","HIPOLITO IRIGOYEN 19272","LONGCHAMPS","ALMIRANTE BROWN","Cuenca Baja A�� Del Rey",-34.87190247,-58.38919067,"AGENTE CONTAMINANTE VIGENTE"
"1232387","WALMART ARGENTINA SRL","DIR: JUAN BAUTISTA ALBERDI 1555","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.62644577,-58.45016098,"AGENTE CONTAMINANTE VIGENTE"
"1121636","GABRIELA SAYD","AV. CASEROS 1799","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63327026,-58.38755417,"AGENTE CONTAMINANTE VIGENTE"
"1137262","KIM DIEGO PABLO","SENILLOSA 1404","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.6327095,-58.42682648,"AGENTE CONTAMINANTE VIGENTE"
"1224153","ADRIAN PEREIRA S.R.L. (EX PEREIRA S.A.)","15 DE NOVIEMBRE DE 1889 1710","CAPITAL FEDERAL","CAPITAL FEDERAL","Fuera de Cuenca H��drica",-34.63133621,-58.38925552,"AGENTE CONTAMINANTE VIGENTE"
"252000827","EZETA FINANCIERA INMOBILIARIA COMERCIAL E INDUSTRIAL SOCIEDAD ANONIMA","PITAGORAS 660","CARLOS SPEGAZZINI","EZEIZA","Cuenca Alta A�� Navarrete y Canuelas",-34.90891647,-58.59436798,"AGENTE CONTAMINANTE VIGENTE"
"1120400","SJC S.A","AV SAN JUAN 3681","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.62565231,-58.41748047,"AGENTE CONTAMINANTE VIGENTE"
"38140334","RECTIFICADORA EL ARSENAL","LEVALLE 1040","AVELLANEDA","AVELLANEDA","Cuenca Baja Riachuelo",-34.65566254,-58.35993195,"AGENTE CONTAMINANTE VIGENTE"
"1044966","A. CHIUCHICH S.A.I.C. Y F.","FONROUGE 2259/61","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65867996,-58.4907608,"AGENTE CONTAMINANTE VIGENTE"
"426236557","PABLO DOMINGO PARISI","AV. REMEDIO DE ESCALADA DE SAN MARTǍN 3108","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.67267609,-58.41250229,"AGENTE CONTAMINANTE VIGENTE"
"135001347","HTI CONO SUR S.A. (EX HEIL TRAILER INTERNACIONAL S.A.)","""RUTA 3 km 66,300""","CAÑUELAS","CAÑUELAS","Cuenca Alta A�� Navarrete y Canuelas",-35.05255377,-58.73429014,"AGENTE CONTAMINANTE VIGENTE"
"9977864","MARGARITA LUCIA MARTINEZ (EX RICARDO FRANCISCO CARLO)","JOSE MARIA MORENO 734","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.62712,-58434,"AGENTE CONTAMINANTE VIGENTE"
"1088793","BRIGEL SRL","DR FLORENTINO AMEGHINO 1726","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65267944,-58.47498703,"AGENTE CONTAMINANTE VIGENTE"
"26029603","MADEKA S.A.","LUIS MARǍA DRAGO 1332","BURZACO","ALMIRANTE BROWN","Cuenca Baja A�� Del Rey",-34.83329773,-58.42051315,"AGENTE CONTAMINANTE VIGENTE"
"1227864","ENRIQUE TAVOLARO SRL","CORONEL CARDENAS 2373","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66309908,-58.50459875,"AGENTE CONTAMINANTE VIGENTE"
"423143742","EL IBERICO DE JORGE ENRIQUE ESQUIVEL Y MIGUEL ANGEL MARONI","UDAONDO 2783","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.70346451,-58.40346909,"AGENTE CONTAMINANTE VIGENTE"
"426009496","FAURECIA SISTEMAS DE ESCAPE ARGENTINA SA","VIAMONTE 4250","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.67108917,-58.42949677,"AGENTE CONTAMINANTE VIGENTE"
"423248060","DIEGO VILLARES","VALPARAISO 2068","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.663535,-58.406465,"AGENTE CONTAMINANTE VIGENTE"
"498162419","PARADIX S.R.L","QUESADA 415","VILLA FIORITO","LOMAS DE ZAMORA","Cuenca Baja A�� Del Rey",-34.71064377,-58.43885422,"AGENTE CONTAMINANTE VIGENTE"
"494014552","DOTA S.A. DE TRANSPORTE AUTOMOTOR","JUAN JOSE VALLE KM 14.9","LOMAS DE ZAMORA","LOMAS DE ZAMORA","Cuenca Baja Riachuelo",-34.70404816,-58.45863724,"AGENTE CONTAMINANTE VIGENTE"
"1141412","EXPRESO BUENOS AIRES S.A.T.A","AVENIDA DON PEDRO DE MENDOZA 3441-93","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65045547,-58.36868668,"AGENTE CONTAMINANTE VIGENTE"
"551084238","JBS ARGENTINA S.A.","AV. OTERO 5250","PONTEVEDRA","MERLO","Cuenca Media A�� Barreiro",-34.74977112,-58.68389893,"AGENTE CONTAMINANTE VIGENTE"
"293129297","AGROINDUSTRIAS BAIRES SA","RUTA 200 KM 70","GENERAL LAS HERAS (EST. LAS HERAS)","GENERAL LAS HERAS","Cuenca Alta A�� Rodriguez",-34.92748642,-58.98897552,"AGENTE CONTAMINANTE VIGENTE"
"9903016","NIELSEN CARLOS MELQUIONE","OLIDEN 2912","VILLA CARAZA","LANUS","Cuenca Baja Riachuelo",-34.691177563976,-58.4244920004452,"AGENTE CONTAMINANTE VIGENTE"
"97212277613","GONZALEZ DANIELA","MONTE 6079","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66419,-58.4917,"AGENTE CONTAMINANTE VIGENTE"
"1248066","LA BERNARDA SRL","CAFAYATE 1943","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65713,-58.5039,"AGENTE CONTAMINANTE VIGENTE"
"253124409","NORBERTO MOLINARI","PRESIDENTE PERON 690","JOSE MARIA EZEIZA","EZEIZA","Cuenca Media A�� Aguirre",-34.8562851,-58.5292778,"AGENTE CONTAMINANTE VIGENTE"
"42041344","AUTOTRANSPORTE ANDESMAR S.A.","PIENOVI 49","PIÑEYRO","AVELLANEDA","Cuenca Baja Riachuelo",-34.65110779,-58.36795807,"AGENTE CONTAMINANTE VIGENTE"
"1029727","TUTU WASH SRL","AV DIRECTORIO 2325","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63317108,-58.45962524,"AGENTE CONTAMINANTE VIGENTE"
"38184383","EL SOL DE GALICIA S.A.","ALSINA 298","AVELLANEDA","AVELLANEDA","Cuenca Baja Riachuelo",-34.6652298,-58.36744308,"AGENTE CONTAMINANTE VIGENTE"
"1037838","DIELO SA","LARRAZABAL 3307","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.6701088,-58.48035431,"AGENTE CONTAMINANTE VIGENTE"
"1031621","ESTISOL S.A.C.I.F","IGUAZU 992","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64896393,-58.40473175,"AGENTE CONTAMINANTE VIGENTE"
"238115729","EXPRESO LOMAS S.A","ROBERTO OLIVER 1483","MONTE GRANDE","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.82564163,-58.46134186,"AGENTE CONTAMINANTE VIGENTE"
"26024738","QUIMICA ROS S.A.I.C.","MELIAN 2385","BURZACO","ALMIRANTE BROWN","Cuenca Baja A�� Del Rey",-34.83680344,-58.41414642,"AGENTE CONTAMINANTE VIGENTE"
"42075912","FRIGORIFICO PILAR S. A.","HUMBERTO 1�� 1731","PIÑEYRO","AVELLANEDA","Cuenca Baja Riachuelo",-34.67175674,-58.39040375,"AGENTE CONTAMINANTE VIGENTE"
"9978931","DE LA CRUZ GUZMAN EDGAR CARLOS  (Ex BRUGGESSER MAURICIO CESAR - CURT:1229110)","ASAMBLEA 444","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63378,-58.43225,"AGENTE CONTAMINANTE VIGENTE"
"38066252","JOSIMAR S.A.","AMEGHINO 750","AVELLANEDA","AVELLANEDA","Cuenca Baja Riachuelo",-34.64217758,-58.37396622,"AGENTE CONTAMINANTE VIGENTE"
"426011321","LAVA AUTOS ROSARIO (EX FRANQUIOTTI CLAUDIO ADOLFO)","AVENIDA PRESIDENTE JUAN DOMINGO PERON 3575","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.66826248,-58.41353226,"AGENTE CONTAMINANTE VIGENTE"
"9977884","DESTINATUM SA","AV. EVA PERON 6102","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.67,-58.49,"AGENTE CONTAMINANTE VIGENTE"
"405248063","MATANZA AMBIENTE SA","CA�?ADA DE GOMEZ 9251","VIRREY DEL PINO","LA MATANZA","Cuenca Media Rio Matanza",-34.86551,-58.68633,"AGENTE CONTAMINANTE VIGENTE"
"411130457","TRAFICA�?O S.A.","MORENO 4809","LA TABLADA","LA MATANZA","Cuenca Baja Riachuelo",-34.67846298,-58.52854919,"AGENTE CONTAMINANTE VIGENTE"
"1000481","ANCERS SA","OLIDEN 1868","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65624619,-58.50016022,"AGENTE CONTAMINANTE VIGENTE"
"544000696","FRIGORIFICO PRIGIONE S.R.L.","RUTA NAC N�� 200 km 51","MARCOS PAZ","MARCOS PAZ","Cuenca Media A�� Morales",-34.79935455,-58.84663391,"AGENTE CONTAMINANTE VIGENTE"
