"establecimiento_curt","establecimiento_razon_social","direccion","localidad_descripcion","partido_descripcion","subcuenca","lat","lon","estado_ac"
"38176104","DANIEL COPPOLA - OMAR NAVEIRAS","ALSINA 291","AVELLANEDA","AVELLANEDA","Cuenca Baja Riachuelo",-34.66506958,-58.36804581,"AGENTE CONTAMINANTE VIGENTE"
"1146738","PRYNARD S.A.","AV. LARRAZABAL 2735","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66505051,-58.48722076,"AGENTE CONTAMINANTE VIGENTE"
"9977857","COOP. DE TRABAJO MASTER CHEESE LTDA. ( EX MILITA - CURT:544013757)","SANTA FE 1396","MARCOS PAZ","MARCOS PAZ","Fuera de Cuenca Hídrica",-34.76786,-58.84423,"AGENTE CONTAMINANTE VIGENTE"
"1010299","L.F.L.L. S.R.L.","MIRALLA 1750","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65461349,-58.49259949,"AGENTE CONTAMINANTE VIGENTE"
"1218855","LLORENS MOLHO Y CIA SAICFI","TAPALQU�? 4857","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63003159,-58.36547089,"AGENTE CONTAMINANTE VIGENTE"
"1106169","TE�?IDOS FOL SRL","CARHUE 2238","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66147958,-58.50918776,"AGENTE CONTAMINANTE VIGENTE"
"1154962","VUR CASH SRL (Ex CURT:1025927)","JOSE E RODO 6815","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66134644,-58.50734711,"AGENTE CONTAMINANTE VIGENTE"
"426034597","COLOMBO Y CIA. S.A.","REPUBLICA  ARGENTINA 2057","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.67576599,-58.39775848,"AGENTE CONTAMINANTE VIGENTE"
"135065936","BRAVESTAR S.R.L.","SAN MARTIN AL FONDO BARRIO PELUFFO SN","CAÑUELAS","CAÑUELAS","Cuenca Alta A�� Navarrete y Canuelas",-34.97385788,-58.7234726,"AGENTE CONTAMINANTE VIGENTE"
"423188569","VELEZ SARFIELD COW SRL","MAZA 3372","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.68104172,-58.42696762,"AGENTE CONTAMINANTE VIGENTE"
"1103540","LA POMPEYA S.A.C.I.F.Y.A.","MURGUIONDO 1924","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65671921,-58.50146866,"AGENTE CONTAMINANTE VIGENTE"
"1033885","RICARDO ANGEL COSTANTINO","MONTE 5966","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66349792,-58.49020386,"AGENTE CONTAMINANTE VIGENTE"
"40004709","COOPERATIVA DE TRABAJO DECOSUR LIMITADA","MORSE, ESQUINA SARGENTO PONCE -","DOCK SUD","AVELLANEDA","Fuera de Cuenca Hídrica",-34.65417862,-58.33761597,"AGENTE CONTAMINANTE VIGENTE"
"411095855","CABA�?A SAN PEDRO S.R.L.","VILLAGUAY 891/95","LA TABLADA","LA MATANZA","Cuenca Baja Riachuelo",-34.69988251,-58.52120972,"AGENTE CONTAMINANTE VIGENTE"
"1037821","FURA S.R.L.","CA�?ADA DE GOMEZ 2557/59","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66462708,-58.50133896,"AGENTE CONTAMINANTE VIGENTE"
"426090081","ANDRES MAZZA","RUCCI 1644","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.680439,-58.41520691,"AGENTE CONTAMINANTE VIGENTE"
"493059134","LAGUNA MANUEL IGNACIO","DAVILA S/N ESQ. LA PORTE�?A SN","LLAVALLOL","LOMAS DE ZAMORA","Cuenca Baja A�� Del Rey",-34.80764771,-58.4180069,"AGENTE CONTAMINANTE VIGENTE"
"1114263","LABORATORIO EPICARIS S.A.","JOSE ENRIQUE RODO 5675","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65389633,-58.49829102,"AGENTE CONTAMINANTE VIGENTE"
"9979669","PATAGONIC CASING SA (EX  TRILAU SRL - CURT:1011272)","OLIDEN 2225","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65943909,-58.49627304,"AGENTE CONTAMINANTE VIGENTE"
"426118525","SOLESSIO S.A.","CNEL. MOLINEDO 2075","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.67934799,-58.42254639,"AGENTE CONTAMINANTE VIGENTE"
"410013942","E.A.C.E. Y E. BURBUJAS S.A.","SAN ROQUE 1475","ISIDRO CASANOVA","LA MATANZA","Cuenca Media A�� Don Mario",-34.7391777,-58.56858826,"AGENTE CONTAMINANTE VIGENTE"
"1076585","SOSA RAMON OMAR","CA�?ADA DE GOMEZ 2155","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65947342,-58.50415039,"AGENTE CONTAMINANTE VIGENTE"
"415022321","CRU BON S.R.L.","ZAPIOLA 4030/36","SAN JUSTO","LA MATANZA","Cuenca Baja Rio Matanza",-34.68291092,-58.54476929,"AGENTE CONTAMINANTE VIGENTE"
"9902981","AYALA JOSE OSCAR","MURGUIONDO 2590","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.6622934544434,-58.4944078998507,"AGENTE CONTAMINANTE VIGENTE"
"251014276","INDUSTRIAS QUIMICAS CARBINOL S.A.","DIEGO LAURE 2255","CANNING","EZEIZA","Cuenca Media A�� Ortega",-34.87600327,-58.50657654,"AGENTE CONTAMINANTE VIGENTE"
"410020193","HORCRISA S.A.","AV. GENERAL ROJO 1625/75","ISIDRO CASANOVA","LA MATANZA","Cuenca Media A�� Don Mario",-34.74132919,-58.56768799,"AGENTE CONTAMINANTE VIGENTE"
"498123151","HERNANPLAS SOCIEDAD DE RESPONSABILIDAD LIMITADA","FALLIERES 2128","VILLA FIORITO","LOMAS DE ZAMORA","Cuenca Baja A�� Del Rey",-34.71452332,-58.44984055,"AGENTE CONTAMINANTE VIGENTE"
"409145722","TRANSPORTE IDEAL SAN JUSTO S.A","AVENIDA BRIGADIER JUAN MANUEL DE ROSAS 12145","GREGORIO DE LAFERRERE","LA MATANZA","Cuenca Media A�� Don Mario",-34.74493,-58.6098,"AGENTE CONTAMINANTE VIGENTE"
"418010981","LUCIO MONTANO","GENERAL PAUNERO 1570","VILLA EDUARDO MADERO","LA MATANZA","Cuenca Baja Riachuelo",-34.68012238,-58.49614716,"AGENTE CONTAMINANTE VIGENTE"
"422242477","RONCARI ADRIANA MARTA","DON ORIONE 2855","LANUS ESTE","LANUS","Cuenca Baja A�� Del Rey",-34.71260068,-58.42017196,"AGENTE CONTAMINANTE VIGENTE"
"423016701","FRANCISCO GUERRIERO","ITAPIRU 2344/52","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.68118286,-58.42344666,"AGENTE CONTAMINANTE VIGENTE"
"1050417","CHAMORRO HNOS S.A.","DIOGENES TABORDA 944","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64913177,-58.40988541,"AGENTE CONTAMINANTE VIGENTE"
"423071601","TERLIZZI CHRISTIAN GASTON (EX ANTONIO CLAUDIO VENEZIA - CURT:426217839)","MANUELA PEDRAZA 3341","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.68081284,-58.42423248,"AGENTE CONTAMINANTE VIGENTE"
"426047320","FERNANDEZ JOSE MARIO","JUAN FARREL 128","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.66960526,-58.40108871,"AGENTE CONTAMINANTE VIGENTE"
"1190410","ROCIG SA (EX CURT:1175943)","AV. LUIS PIEDRABUENA 3391","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.67338181,-58.49279785,"AGENTE CONTAMINANTE VIGENTE"
"1172430","DAL SRL","AV. DIRECTORIO 7330","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66573715,-58.50965118,"AGENTE CONTAMINANTE VIGENTE"
"412012363","FRIGORIFICO SEOC S.R.L.","PANAMA 4401","LOMAS DEL MIRADOR","LA MATANZA","Cuenca Baja Riachuelo",-34.67348862,-58.51262665,"AGENTE CONTAMINANTE VIGENTE"
"234047512","IVECAM S.A","CAMINO DE CINTURA 7825","ESTEBAN ECHEVERRIA","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.74118805,-58.49498749,"AGENTE CONTAMINANTE VIGENTE"
"1027037","LA NUEVA METROPOL S.A.T.A.C.I.","SANTO DOMINGO 3270","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65421677,-58.39315033,"AGENTE CONTAMINANTE VIGENTE"
"1103694","CERQUETTI CARLA VANESA","LISANDRO DE LA TORRE 2299","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66085052,-58.50232697,"AGENTE CONTAMINANTE VIGENTE"
"238178106","TUFARO MAXIMILIANO HERNAN (EX SAN CAETANO)","BOULEVARD BUENOS AIRES 971","MONTE GRANDE","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.81316757,-58.45355225,"AGENTE CONTAMINANTE VIGENTE"
"492100677","COTO C.I.C.S.A.","AV. HIP�?LITO YRIGOYEN 8028","BANFIELD","LOMAS DE ZAMORA","Fuera de Cuenca H��drica",-34.74942398,-58.40029526,"AGENTE CONTAMINANTE VIGENTE"
"1147735","ABEL SCHEJTMAN","MARTINIANO LEGUIZAMON 3140","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66815948,-58.48893738,"AGENTE CONTAMINANTE VIGENTE"
"412005105","FRIGORIFICO HV S.A.","PASO 3030","LOMAS DEL MIRADOR","LA MATANZA","Cuenca Baja Riachuelo",-34.66320038,-58.52436447,"AGENTE CONTAMINANTE VIGENTE"
"1100372","IMPFORM S.A.","AUSTRALIA 2924","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64692688,-58.38804245,"AGENTE CONTAMINANTE VIGENTE"
"9902179","ELVA ASTERIA GRAVIZU","CRISTIANIA 1025","RAFAEL CASTILLO","LA MATANZA","Cuenca Media A�� Don Mario",-34.69,-58.61,"AGENTE CONTAMINANTE VIGENTE"
"423091128","CARLOS ALBERTO NAZAR","FORMOSA 1235","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.68832779,-58.39928436,"AGENTE CONTAMINANTE VIGENTE"
"412189171","SABORISIMO S.A.","PASO 2824","LOMAS DEL MIRADOR","LA MATANZA","Cuenca Baja Riachuelo",-34.6611557,-58.52583694,"AGENTE CONTAMINANTE VIGENTE"
"418034925","DURATOMIC S.A.","PJE. CARABELAS 1046","VILLA EDUARDO MADERO","LA MATANZA","Cuenca Baja Riachuelo",-34.68361664,-58.50352859,"AGENTE CONTAMINANTE VIGENTE"
"419229184","VILLALOBO ROSA ANGELICA (Ex BAUDI ALDO MARCELO - CURT:9901755)","AVELLANEDA 3472/80","VILLA LUZURIAGA","LA MATANZA","Cuenca Baja Rio Matanza",-34.67269516,-58.53848267,"AGENTE CONTAMINANTE VIGENTE"
"1084801","FRIGORIFICO BAJO CERO S.R.L.","SAN PEDRO 6808","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66678238,-58.50074005,"AGENTE CONTAMINANTE VIGENTE"
"1011838","FRIGORIFICO SANSU S.A.C.I.A","SAN PEDRO 7155/63","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66836929,-58.50331497,"AGENTE CONTAMINANTE VIGENTE"
"423067543","ISIS CUEROS S.A.","CORONEL OSORIO 2530","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.67924118,-58.42934799,"AGENTE CONTAMINANTE VIGENTE"
"9902601","RIASOL SRL (EXCARLOS SAN MARTINO)","INDEPENDENCIA 4109","CAPITAL FEDERAL","CAPITAL FEDERAL","Fuera de Cuenca H��drica",-34.6213445385029,-58.4241855575229,"AGENTE CONTAMINANTE VIGENTE"
"426091507","ANTONIO CARLOS DE MAIO","R.BALBIN 245","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.67137146,-58.40108871,"AGENTE CONTAMINANTE VIGENTE"
"1077056","FRIGORIFICO LA ROSARINA S.R.L.","COSQUIN 2061","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.6595459,-58.50891495,"AGENTE CONTAMINANTE VIGENTE"
"40141855","YPF SA","GENOVA SN","DOCK SUD","AVELLANEDA","Fuera de Cuenca H��drica",-34.65388107,-58.32343292,"AGENTE CONTAMINANTE VIGENTE"
"1080100","LABORATORIO DOMINGUEZ S.A.","AV. LA PLATA 2552","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64442825,-58.42140198,"AGENTE CONTAMINANTE VIGENTE"
"239021050","CENTRO SUDAMERICANO DE LOGISTICA S.A.","EL PARTENON 1125","9 DE ABRIL","ESTEBAN ECHEVERRIA","Cuenca Baja Rio Matanza",-34.74838257,-58.50095367,"AGENTE CONTAMINANTE VIGENTE"
"9903529","YASBAN DE ESCOUBOVE CLEMENTE Y OTROS","VENEZUELA 5230","ISIDRO CASANOVA","LA MATANZA","Cuenca Media A�� Don Mario",-34.6888717585998,-58.5967772133431,"AGENTE CONTAMINANTE VIGENTE"
"40038452","TRI-ECO S.A.","CAMINO DE LA COSTA sn","DOCK SUD","AVELLANEDA","Fuera de Cuenca H��drica",-34.66469955,-58.32405472,"AGENTE CONTAMINANTE VIGENTE"
"38063848","COCO OIL S.A","JUAN DIAZ DE SOLIS 70","AVELLANEDA","AVELLANEDA","Fuera de Cuenca H��drica",-34.64019775,-58.34491348,"AGENTE CONTAMINANTE VIGENTE"
"40038100","SHELL CIA ARGENTINA DE PETROLEO S A","SARGENTO PONCE 2318","DOCK SUD","AVELLANEDA","Fuera de Cuenca H��drica",-34.65389633,-58.33555603,"AGENTE CONTAMINANTE VIGENTE"
"40090177","PETRO RIO COMPANIA PETROLERA S.A.","GENOVA 1440","DOCK SUD","AVELLANEDA","Fuera de Cuenca H��drica",-34.64872742,-58.33546448,"AGENTE CONTAMINANTE VIGENTE"
"252037496","DANSPRAY S.A.","BECQUEREL 706","CARLOS SPEGAZZINI","EZEIZA","Cuenca Alta A�� Navarrete y Canuelas",-34.9103241,-58.59856415,"AGENTE CONTAMINANTE VIGENTE"
"1123203","FAGAS S.A.","MIRALLA 1645","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65396881,-58.49382782,"AGENTE CONTAMINANTE VIGENTE"
"423220276","DIMAURO CARLOS ALBERTO","PILCOMAYO 4222","LANUS OESTE","LANUS","Cuenca Baja A�� Del Rey",-34.70108414,-58.43336105,"AGENTE CONTAMINANTE VIGENTE"
"42238911","CURTIEMBRE MARTINOV, JORGE LUIS","ING. DI TELLA 1153","PIÑEYRO","AVELLANEDA","Cuenca Baja Riachuelo",-34.66727448,-58.38984299,"AGENTE CONTAMINANTE VIGENTE"
"1072235","COTO C.I.C.S.A.","AV. DIRECTORIO 2647","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63447952,-58.46406555,"AGENTE CONTAMINANTE VIGENTE"
"426132873","CURTIEMBRE CIRO JOSE FIENO","CNEL. WARNES 3047","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.68457031,-58.42306137,"AGENTE CONTAMINANTE VIGENTE"
"544000931","STERICYCLE ARGENTA S.A. (MARCOS MARTINI S.A.)","EL PALENQUE s/n","MARCOS PAZ","MARCOS PAZ","Cuenca Media A�� Morales",-34.8082695,-58.84843826,"AGENTE CONTAMINANTE VIGENTE"
"1093810","COTO C.I.C.S.A.","AV. JUAN B. ALBERDI 1737","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.62817764,-58.45327377,"AGENTE CONTAMINANTE VIGENTE"
"420007214","NOREN PLAST S.A.","AV. BRIGADIER GRAL J.M. DE ROSAS 20152","VIRREY DEL PINO","LA MATANZA","Cuenca Media A�� Morales",-34.81394577,-58.63736725,"AGENTE CONTAMINANTE VIGENTE"
"238058095","COTO C.I.C.S.A.","BOULEVARD BUENOS AIRES 701","MONTE GRANDE","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.81466675,-58.45649338,"AGENTE CONTAMINANTE VIGENTE"
"40142128","YPF SA","GENOVA NA","DOCK SUD","AVELLANEDA","Fuera de Cuenca H��drica",-34.63539886,-58.34319687,"AGENTE CONTAMINANTE VIGENTE"
"1094237","TAMALLANCOS SA","DON BOSCO 3462","CAPITAL FEDERAL","CAPITAL FEDERAL","Fuera de Cuenca H��drica",-34.61145401,-58.41469193,"AGENTE CONTAMINANTE VIGENTE"
"425112968","COTO C.I.C.S.A.","AV. HIPOLITO YRIGOYEN 6174","REMEDIOS DE ESCALADA DE SAN MARTIN","LANUS","Cuenca Baja Riachuelo",-34.72685242,-58.395401,"AGENTE CONTAMINANTE VIGENTE"
"26025544","INOBRECA S.A","GUATAMB�? 1430","BURZACO","ALMIRANTE BROWN","Cuenca Baja A�� Del Rey",-34.83334732,-58.41547775,"AGENTE CONTAMINANTE VIGENTE"
"9901078","LUCIANO MIGUEL E HIJOS","PARAGUAY 2470","LANUS","LANUS","Cuenca Baja Riachuelo",-34.67,-58.4,"AGENTE CONTAMINANTE VIGENTE"
"423156551","CURTIEMBRE FRANCISCO URCIUOLI E HIJOS SA","MANUELA PEDRAZA 2847/63","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.70013046,-58.41499329,"AGENTE CONTAMINANTE VIGENTE"
"423214244","ROBERTO SOUTO","REPUBLICA ARGENTINA 2550","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.65001297,-58.37752914,"AGENTE CONTAMINANTE VIGENTE"
"236019517","WADE S.A.( ex RASIC HNOS. S.A. PLANTA II)","ESTANCIA LOS REMEDIOS 2701","EL JAGUEL","ESTEBAN ECHEVERRIA","Cuenca Media A�� Ortega",-34.81792831,-58.50833511,"AGENTE CONTAMINANTE VIGENTE"
"40057484","PAMPA ENERGǍA SA (EX PETROBRAS ARGENTINA S.A.)","SARGENTO PONCE 2900","DOCK SUD","AVELLANEDA","Fuera de Cuenca H��drica",-34.65919113,-58.3268013,"AGENTE CONTAMINANTE VIGENTE"
"423132210","COLORES PUROS SA","VIAMONTE 3184","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.68104172,-58.42164612,"AGENTE CONTAMINANTE VIGENTE"
"40056678","ANTIVARI S.A.","MORSE SN","DOCK SUD","AVELLANEDA","Fuera de Cuenca H��drica",-34.63889313,-58.34302521,"AGENTE CONTAMINANTE VIGENTE"
"40074405","ODFJELL TERMINALS TAGSA S.A.","MORSE, 1�� SECC. LADO ESTE, ZONA INFLAMABLES SN","DOCK SUD","AVELLANEDA","Fuera de Cuenca Hídrica",-34.63837051,-58.34424591,"AGENTE CONTAMINANTE VIGENTE"
"426050474","CELULOSA DEL SUR S.R.L.","CARLOS PELLEGRINI 970","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.66155624,-58.3878479,"AGENTE CONTAMINANTE VIGENTE"
"40016382","PETROLERA DEL CONOSUR S.A.","MORSE 1897","DOCK SUD","AVELLANEDA","Fuera de Cuenca H��drica",-34.64436722,-58.33650589,"AGENTE CONTAMINANTE VIGENTE"
"423214084","GUARINO HUGO MARIO","CORONEL WARNES 3257","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.68262863,-58.42443466,"AGENTE CONTAMINANTE VIGENTE"
"40219080","PAREJA MARǍA DOLORES","COLECTORA Y ARROYO SARANDǍ S/N��","DOCK SUD","AVELLANEDA","Cuenca Baja Riachuelo",-34.62985229,-58.37525177,"AGENTE CONTAMINANTE VIGENTE"
"1171723","NUEVA CHEVALLIER S.A.","PEDRO DE LUJAN 2601/45","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65644073,-58.38224792,"AGENTE CONTAMINANTE VIGENTE"
"1093254","COTO C.I.C.S.A.","AV. JUAN DE GARAY 2700","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.62866974,-58.40226746,"AGENTE CONTAMINANTE VIGENTE"
"1111576","JUNGFRAU S.R.L.","MARTINEZ CASTRO 476","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63871765,-58.47848511,"AGENTE CONTAMINANTE VIGENTE"
"255022055","CANTERA LA VICTORIA SA","BLAS PARERA SN","TRISTAN SUAREZ","EZEIZA","Cuenca Media Rio Matanza",-34.83296967,-58.61883926,"AGENTE CONTAMINANTE VIGENTE"
"38101847","INC S.A. - N�� 101 CARREFOUR AVELLANEDA II","BELGRANO 422","AVELLANEDA","AVELLANEDA","Cuenca Baja Riachuelo",-34.66038895,-58.36919022,"AGENTE CONTAMINANTE VIGENTE"
"412009448","MAROVICH GRACIELA Y OTROS S.H.","LISANDRO DE LA TORRE 1317/25","LOMAS DEL MIRADOR","LA MATANZA","Cuenca Baja Riachuelo",-34.67204285,-58.51142502,"AGENTE CONTAMINANTE VIGENTE"
"544057027","ARIZTIMUÑO, FEDERICO GASTON","FERRARI SN","MARCOS PAZ","MARCOS PAZ","Fuera de Cuenca Hídrica",-34.78817368,-58.87046051,"AGENTE CONTAMINANTE VIGENTE"
"411049681","MEATFULL S.A.","A�?ASCO 15/17","LA TABLADA","LA MATANZA","Cuenca Baja Riachuelo",-34.68362045,-58.51477051,"AGENTE CONTAMINANTE VIGENTE"
"423055168","LE CUER SRL","JOSE MARIA MORENO 2841","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.68502808,-58.42718124,"AGENTE CONTAMINANTE VIGENTE"
"38016820","GRUPO LINDE GAS ARGENTINA S.A.","AV CRISOLOGO LARRALDE 1522","AVELLANEDA","AVELLANEDA","Cuenca Baja Riachuelo",-34.68104172,-58.36523438,"AGENTE CONTAMINANTE VIGENTE"
"9905029","KOSIOL (T L ESCALADA)","REMEDIO DE ESCALADA DE SAN MARTIN 3231","LANUS","LANUS","Cuenca Baja Riachuelo",-34.6716759224558,-58.412794011494,"AGENTE CONTAMINANTE VIGENTE"
"544215502","MALLISTRELI ORLANDO","LAS CINAS CINAS sin nro.","MARCOS PAZ","MARCOS PAZ","Cuenca Media A�� Morales",-34.82352829,-58.74445343,"AGENTE CONTAMINANTE VIGENTE"
"423176337","ABANCUER SRL","FLORIDA 1869","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.66628647,-58.40065765,"AGENTE CONTAMINANTE VIGENTE"
"1047417","ALICIA HAYDEE BAZO","REMEDIOS 6040","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65968704,-58.4969635,"AGENTE CONTAMINANTE VIGENTE"
"411113399 (9978971)","EL FULON DE FLORESTA SRL / INDUSTRIAS SP S.R.L.","CORONEL SUPERI 857","LA TABLADA","LA MATANZA","Cuenca Baja Rio Matanza",-34.69416809,-58.52837753,"AGENTE CONTAMINANTE VIGENTE"
"237041012","SNACKS DEL SUR SA","AV. SANTA CATALINA 1345","LUIS GUILLON","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.81399536,-58.43338394,"AGENTE CONTAMINANTE VIGENTE"
"410009921","CARVANI ZULMA Y CARVANI ADRIAN SH","REP�?BLICA DE PORTUGAL ( EX QUESADA) 2345","ISIDRO CASANOVA","LA MATANZA","Cuenca Media A�� Don Mario",-34.69970703,-58.59343338,"AGENTE CONTAMINANTE VIGENTE"
"405149069","FATROCER SRL","RIVERA 2278","LA MATANZA","LA MATANZA","Cuenca Baja Rio Matanza",-34.73773193,-58.50217438,"AGENTE CONTAMINANTE VIGENTE"
"1072112","COTO C.I.C.S.A.","AV. BOEDO 777","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.62190628,-58.41645432,"AGENTE CONTAMINANTE VIGENTE"
"1093322","COTO C.I.C.S.A.","HIPOLITO YRIGOYEN 3702","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.61433029,-58.41864014,"AGENTE CONTAMINANTE VIGENTE"
"255215532","EMPRENDIMIENTOS SW S.A.","PUENTE DEL INCA sin nro.","TRISTAN SUAREZ","EZEIZA","Cuenca Media Rio Matanza",-34.86248398,-58.61952972,"AGENTE CONTAMINANTE VIGENTE"
"239021227","DALGAR S.A.","RUTA DE LA TRADICION 7168","9 DE ABRIL","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.74651337,-58.49254227,"AGENTE CONTAMINANTE VIGENTE"
"544069693","FRANCISCO NICOLAS VIGNOGNA","RUTA 3, JUAN MANUEL DE ROSAS 48000","MARCOS PAZ","MARCOS PAZ","Cuenca Alta Rio Matanza",-34.91000748,-58.70832062,"AGENTE CONTAMINANTE VIGENTE"
"1123524","FRIMAR S.R.L.","MONTIEL 2607","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66560745,-58.50713348,"AGENTE CONTAMINANTE VIGENTE"
"1060041","BAZAL S.A.","MURGUIONDO 2582/86","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66205215,-58.49477386,"AGENTE CONTAMINANTE VIGENTE"
"5000002","PROTEINSA SA (Ex RASIC HERMANOS SA – CURT:135001910)","RUTA 205 KM 59/59,5","CAÑUELAS","CAÑUELAS","Cuenca Alta A�� Cebey",-35.03008,-58.74942,"AGENTE CONTAMINANTE VIGENTE"
"493040118","REDEPA S.A. (EX CANALE S.A.)","SANTA CATALINA 184","LLAVALLOL","LOMAS DE ZAMORA","Cuenca Baja A�� Santa Catalina",-34.79674911,-58.43481827,"AGENTE CONTAMINANTE VIGENTE"
"1156010","ALLER ATUCHA S.R.L.","BILBAO 6051","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66213989,-58.49415207,"AGENTE CONTAMINANTE VIGENTE"
"412000735","NUEVAS FINCAS S.R.L.","COLON 3946","LOMAS DEL MIRADOR","LA MATANZA","Cuenca Baja Riachuelo",-34.67140579,-58.52318192,"AGENTE CONTAMINANTE VIGENTE"
"1082852","DE SANCTIS SANTO Y CIA SA","TANDIL 6957","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66399384,-58.50524521,"AGENTE CONTAMINANTE VIGENTE"
"42024675","ROBERTO MAXIMO BREA","CONESA 1878","PIÑEYRO","AVELLANEDA","Cuenca Baja Riachuelo",-34.66776276,-58.39898682,"AGENTE CONTAMINANTE VIGENTE"
"1224658","CASERES CORNELIO","JOSE ENRIQUE RODO 6401","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65841675,-58.5039978,"AGENTE CONTAMINANTE VIGENTE"
"9905074","GALLO HUGO DANIEL","TANDIL 6073","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.6587459557718,-58.4986788882074,"AGENTE CONTAMINANTE VIGENTE"
"9905062","DEL OESTE CARNES DE RODRIGUEZ DARDO","AV GRAL JUAN MANUEL DE ROSAS 7861","ISIDRO CASANOVA","LA MATANZA","Cuenca Media A�� Don Mario",-34.7114821056477,-58.5898082519721,"AGENTE CONTAMINANTE VIGENTE"
